,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo
18625,12544,,TOYOTA,Prius,2007,Sedan,False,Hybrid,1.5,135000,4.0,Automatic,Front,4,Left wheel,Red,4,False
18626,45473,,HUMMER,H2,2003,Jeep,True,Petrol,6.0,55000,8.0,Automatic,4x4,4,Left wheel,Black,10,False
18628,50,,TOYOTA,Prius,2007,Sedan,False,Petrol,1.5,200000,4.0,Variator,Front,4,Left wheel,Silver,9,False
18629,26795,271.0,TOYOTA,Aqua,2014,Hatchback,True,Hybrid,1.5,56450,4.0,Automatic,Front,4,Left wheel,White,4,False
18630,36065,,HYUNDAI,Santa FE,2012,Jeep,True,Diesel,2.2,98000,4.0,Tiptronic,4x4,4,Left wheel,Silver,10,True
18631,11917,489.0,CHEVROLET,Spark,2016,Hatchback,True,Petrol,1.0,32839,4.0,Automatic,Front,4,Left wheel,Beige,4,False
18632,44533,1292.0,BMW,M4,2016,Coupe,True,Petrol,3.0,62194,6.0,Automatic,Rear,2,Left wheel,Blue,12,False
18633,44846,1172.0,LEXUS,RX 450,2011,Jeep,True,Hybrid,3.5,90000,6.0,Automatic,4x4,4,Left wheel,Silver,12,False
18634,25500,,MERCEDES-BENZ,ML 350,2006,Jeep,True,Petrol,3.5,126700,6.0,Automatic,4x4,4,Left wheel,Blue,6,False
18635,11290,,HONDA,Insight,2009,Sedan,False,Hybrid,1.3,132450,4.0,Automatic,Front,4,Right-hand drive,Black,8,False
18636,12231,1267.0,TOYOTA,Aqua,2013,Hatchback,False,Hybrid,1.5,41000,4.0,Automatic,Front,4,Right-hand drive,Grey,6,False
18637,28852,1054.0,MERCEDES-BENZ,Viano,2009,Minivan,True,Diesel,2.2,180000,4.0,Manual,Rear,4,Left wheel,Blue,4,True
18638,282,289.0,FORD,Escape,2008,Jeep,True,Hybrid,0.4,220474,4.0,Automatic,Front,4,Left wheel,Grey,0,False
18639,7683,,CHEVROLET,Cruze S,2002,Hatchback,False,Petrol,1.3,138000,4.0,Automatic,4x4,4,Right-hand drive,White,4,False
18641,16960,595.0,TOYOTA,Aqua,2015,Hatchback,True,Petrol,1.5,82000,4.0,Automatic,Front,4,Left wheel,White,4,False
18642,42171,1091.0,HYUNDAI,H1,2016,Universal,True,Diesel,2.5,102338,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18643,20814,730.0,HYUNDAI,Elantra,2016,Sedan,True,Petrol,1.6,83814,4.0,Automatic,Front,4,Left wheel,Black,4,False
18644,38311,639.0,HYUNDAI,Santa FE,2014,Jeep,True,Diesel,2.0,169189,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18645,26971,1820.0,TOYOTA,Tacoma,2019,Sedan,True,Petrol,3.5,18555,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18647,22580,,MERCEDES-BENZ,ML 350,2007,Jeep,True,Petrol,3.5,13900,6.0,Tiptronic,4x4,4,Left wheel,Black,10,False
18648,3763,629.0,NISSAN,Juke,2015,Jeep,True,Petrol,1.6,88475,4.0,Automatic,4x4,4,Left wheel,White,0,False
18649,7840,1365.0,OPEL,Astra,1998,Hatchback,False,Petrol,1.6,30000,4.0,Manual,Front,4,Left wheel,White,2,False
18651,12541,585.0,TOYOTA,Prius,2013,Hatchback,False,Hybrid,1.8,90000,4.0,Automatic,Front,4,Left wheel,Grey,12,False
18652,39201,,MERCEDES-BENZ,SLK 350 300,2008,Cabriolet,True,Petrol,3.0,25500,6.0,Tiptronic,Rear,2,Left wheel,Silver,8,False
18653,26149,530.0,HYUNDAI,Elantra,2013,Sedan,True,Petrol,1.6,56746,4.0,Automatic,Front,4,Left wheel,White,4,False
18654,8467,761.0,TOYOTA,Prius,2010,Sedan,False,Hybrid,1.8,190000,4.0,Variator,Front,4,Left wheel,Grey,6,False
18655,36401,1017.0,HYUNDAI,Tucson,2017,Jeep,True,Diesel,2.0,149608,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18656,12544,781.0,VOLKSWAGEN,Jetta,2012,Sedan,True,Petrol,2.5,11000,4.0,Tiptronic,Rear,4,Left wheel,Black,8,False
18657,28391,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,144000,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18658,3607,781.0,TOYOTA,Camry,2012,Sedan,True,Hybrid,2.5,156518,4.0,Automatic,Front,4,Left wheel,White,12,False
18659,30241,751.0,JEEP,Compass,2013,Jeep,True,Petrol,2.4,100133,4.0,Automatic,Front,4,Left wheel,Black,4,False
18660,11604,,MERCEDES-BENZ,Sprinter,2002,Microbus,False,Diesel,2.2,0,4.0,Manual,Rear,5,Left wheel,White,2,True
18661,157,,TOYOTA,Aqua,2014,Sedan,False,Hybrid,1.5,110000,4.0,Automatic,Front,4,Right-hand drive,Orange,0,False
18662,13172,,MITSUBISHI,Pajero,2000,Jeep,False,Diesel,2.2,185000,4.0,Manual,4x4,2,Left wheel,Silver,4,True
18663,27598,1079.0,TOYOTA,CHR,2018,Jeep,True,Petrol,2.0,18754,4.0,Automatic,Front,4,Left wheel,Red,12,False
18664,15053,,FORD,Transit,1996,Microbus,False,Diesel,2.5,188000,4.0,Manual,Rear,5,Left wheel,White,0,False
18665,11917,,VOLKSWAGEN,Jetta,2007,Sedan,False,Petrol,1.6,11111,4.0,Manual,Front,4,Left wheel,Blue,6,False
18666,8386,836.0,DAEWOO,Lacetti,2010,Sedan,True,Diesel,2.0,164372,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18667,5488,394.0,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,109798,4.0,Automatic,Front,4,Left wheel,White,12,False
18668,35124,,HYUNDAI,Santa FE,2014,Jeep,False,Petrol,2.4,120000,4.0,Tiptronic,4x4,4,Left wheel,Black,8,False
18670,7840,,HONDA,Odyssey,2003,Minivan,False,LPG,2.4,226000,4.0,Automatic,Front,4,Right-hand drive,Silver,6,False
18672,2509,,VOLKSWAGEN,Passat,1999,Sedan,True,Petrol,1.8,361698,4.0,Manual,Front,4,Left wheel,Black,4,True
18674,17876,642.0,VOLKSWAGEN,Golf,2012,Hatchback,False,Diesel,2.0,0,4.0,Manual,Front,4,Left wheel,Grey,12,True
18675,314,779.0,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,225510,4.0,Automatic,Front,4,Left wheel,White,12,False
18676,470,753.0,HYUNDAI,Sonata,2012,Jeep,True,Hybrid,2.4,123862,4.0,Automatic,Front,4,Left wheel,White,0,False
18677,6272,1681.0,BMW,320,2000,Sedan,False,Petrol,2.0,777,4.0,Manual,Front,4,Left wheel,White,0,False
18678,24148,,BMW,X5,2008,Jeep,True,Petrol,3.0,245000,6.0,Automatic,Rear,4,Left wheel,Black,0,False
18679,28225,586.0,MERCEDES-BENZ,C 250,2012,Sedan,True,Petrol,1.8,156800,4.0,Automatic,Rear,4,Left wheel,White,12,True
18680,1882,986.0,TOYOTA,Camry,2010,Sedan,True,Hybrid,2.4,129170,4.0,Automatic,Front,4,Left wheel,Black,12,False
18681,34074,880.0,HYUNDAI,Elantra,2018,Sedan,True,Petrol,1.6,58515,4.0,Automatic,Front,4,Left wheel,White,4,False
18682,706,753.0,HYUNDAI,Sonata,2012,Sedan,True,Hybrid,2.4,0,4.0,Automatic,Front,4,Left wheel,Red,0,False
18683,3136,,PEUGEOT,206,1998,Hatchback,True,Petrol,1.1,328600,4.0,Manual,Front,2,Left wheel,Green,2,False
18684,11290,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,325139,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18685,15367,639.0,FORD,Fusion,2014,Sedan,False,Petrol,2.0,120000,4.0,Automatic,Front,4,Left wheel,White,0,False
18686,45204,891.0,HONDA,Civic,2016,Coupe,True,Petrol,2.0,53938,4.0,Automatic,Front,4,Left wheel,Blue,4,False
18687,3450,586.0,LEXUS,CT 200h,2012,Hatchback,True,Hybrid,1.8,76427,4.0,Automatic,Front,4,Left wheel,Silver,0,False
18688,10036,1107.0,OPEL,Astra H,2007,Sedan,True,Diesel,1.7,200000,4.0,Manual,Front,4,Left wheel,Grey,12,True
18689,314,880.0,NISSAN,Versa,2018,Sedan,True,Petrol,1.6,64757,4.0,Automatic,Front,4,Left wheel,Grey,12,False
18690,862,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,True,Diesel,3.5,239224,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18691,282,1399.0,LEXUS,RX 450,2010,Jeep,True,Hybrid,3.5,311949,6.0,Automatic,Front,4,Left wheel,Silver,12,False
18692,40769,,MERCEDES-BENZ,C 250,2012,Coupe,True,Petrol,1.8,36000,4.0,Tiptronic,Rear,2,Left wheel,Blue,12,True
18693,30906,691.0,HONDA,FIT,2017,Hatchback,True,Petrol,1.3,67000,4.0,Automatic,Front,4,Left wheel,Black,4,False
18694,30734,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,True,Diesel,3.5,200179,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18695,8963,687.0,DAEWOO,Lacetti,2010,Sedan,True,Petrol,1.6,153915,4.0,Automatic,Front,4,Left wheel,Grey,4,False
18696,29793,,LEXUS,RX 400 H,2008,Jeep,True,Hybrid,3.3,304000,6.0,Variator,4x4,4,Left wheel,Carnelian red,12,False
18697,21326,707.0,SSANGYONG,Korando,2011,Jeep,True,Diesel,2.0,161457,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18698,950,,TOYOTA,Prius,2006,Hatchback,False,Petrol,1.5,264000,4.0,Variator,Front,4,Left wheel,White,0,False
18699,7840,,VOLKSWAGEN,Polo,2002,Hatchback,False,LPG,1.4,126000,4.0,Automatic,Front,4,Right-hand drive,Blue,4,False
18700,627,586.0,LEXUS,CT 200h,2012,Hatchback,True,Hybrid,1.8,192683,4.0,Automatic,Front,4,Left wheel,White,0,False
18701,1568,2018.0,TOYOTA,Tundra,2015,Jeep,True,Petrol,5.7,128000,8.0,Automatic,4x4,4,Left wheel,White,12,False
18702,80,,TOYOTA,Prius,2010,Sedan,False,Hybrid,1.8,224000,4.0,Automatic,Front,4,Left wheel,Black,4,False
18703,19757,1408.0,MERCEDES-BENZ,E 220,2007,Sedan,False,Diesel,2.2,287458,4.0,Manual,Rear,4,Left wheel,Black,8,True
18704,4861,,OPEL,Astra,1995,Cabriolet,False,Petrol,1.8,223000,4.0,Manual,Front,2,Left wheel,Green,0,False
18705,4861,308.0,HONDA,Civic,2015,Sedan,True,Hybrid,1.5,49272,4.0,Automatic,Front,4,Left wheel,Blue,0,False
18706,43655,1249.0,HYUNDAI,H1,2017,Universal,True,Diesel,2.5,96117,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18707,314,1646.0,LEXUS,GX 460,2015,Jeep,True,Petrol,4.6,102907,8.0,Automatic,4x4,4,Left wheel,Black,0,False
18708,18826,531.0,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,112645,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18709,12544,,MERCEDES-BENZ,E 320,2001,Sedan,True,Petrol,3.2,233000,6.0,Automatic,Rear,4,Right-hand drive,Silver,6,False
18710,39201,,MERCEDES-BENZ,ML 320,2009,Jeep,True,Diesel,3.0,260000,6.0,Tiptronic,4x4,4,Left wheel,Black,12,False
18711,6272,,BMW,X5,2000,Jeep,True,Petrol,4.4,195634,8.0,Tiptronic,4x4,4,Left wheel,Grey,16,False
18712,6272,862.0,SUBARU,Forester,2011,Jeep,False,Petrol,2.5,102000,4.0,Tiptronic,4x4,4,Left wheel,Black,10,False
18713,18817,,KIA,Optima k5,2012,Sedan,True,LPG,2.0,45000,4.0,Tiptronic,Front,4,Left wheel,Silver,7,False
18714,9252,,HONDA,FIT,2008,Hatchback,False,Petrol,1.3,174000,4.0,Tiptronic,Front,4,Right-hand drive,White,8,False
18715,22580,777.0,TOYOTA,Camry se,2014,Sedan,True,Petrol,2.5,108000,4.0,Tiptronic,Front,4,Left wheel,White,10,False
18716,11290,503.0,TOYOTA,Prius C,2012,Sedan,False,Hybrid,1.5,100000,4.0,Tiptronic,Front,4,Left wheel,Black,12,False
18717,13808,583.0,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,52274,4.0,Automatic,Front,4,Left wheel,White,4,False
18718,18189,862.0,TOYOTA,Camry,2011,Sedan,False,Petrol,2.5,216000,4.0,Tiptronic,Front,4,Left wheel,Red,10,False
18719,31361,1308.0,BMW,X5 Sport,2012,Jeep,True,Petrol,4.4,192000,8.0,Tiptronic,4x4,4,Left wheel,Black,12,True
18722,2117,259.0,CHEVROLET,Volt,2014,Hatchback,True,Hybrid,1.4,192122,4.0,Automatic,Front,4,Left wheel,White,12,False
18723,706,1172.0,LEXUS,RX 350,2011,Jeep,True,Petrol,3.5,192338,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18724,23521,,MITSUBISHI,Outlander Sport,2013,Jeep,False,Petrol,2.0,60800,4.0,Variator,4x4,4,Left wheel,Black,0,False
18725,33870,919.0,MERCEDES-BENZ,ML 350,2012,Jeep,True,Diesel,3.0,16981,6.0,Automatic,4x4,4,Left wheel,White,6,False
18726,4704,,NISSAN,Note,2005,Hatchback,False,Petrol,1.5,158000,4.0,Automatic,Front,4,Right-hand drive,Black,6,False
18727,706,1399.0,LEXUS,RX 350,2010,Jeep,True,Petrol,3.5,172659,6.0,Automatic,4x4,4,Left wheel,White,12,False
18728,46891,1533.0,CHEVROLET,Impala,2016,Sedan,True,Petrol,3.6,101812,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18729,25089,,TOYOTA,Camry,2013,Sedan,False,Hybrid,2.5,75000,4.0,Variator,Front,4,Left wheel,Black,4,False
18730,16465,690.0,CHEVROLET,Malibu LT,2016,Sedan,False,Petrol,1.5,95085,4.0,Automatic,Front,4,Left wheel,Silver,8,True
18731,17876,,HYUNDAI,Sonata,2013,Sedan,True,Hybrid,2.4,162000,4.0,Automatic,Front,4,Left wheel,Black,12,False
18732,21326,,TOYOTA,RAV 4,2007,Jeep,False,Diesel,2.2,156000,4.0,Manual,4x4,4,Left wheel,Grey,6,True
18733,14113,,SUBARU,Outback,2007,Universal,False,LPG,2.5,143464,4.0,Tiptronic,4x4,4,Left wheel,Beige,12,False
18734,1019,810.0,HYUNDAI,Elantra,2016,Sedan,True,Petrol,1.8,73022,4.0,Automatic,Front,4,Left wheel,Black,12,False
18735,17249,584.0,HYUNDAI,Elantra,2014,Sedan,False,Petrol,1.8,66000,4.0,Tiptronic,Front,4,Left wheel,White,8,False
18736,12701,749.0,HYUNDAI,Santa FE,2014,Jeep,True,Petrol,2.4,42280,4.0,Automatic,Front,4,Left wheel,Brown,12,False
18737,1176,934.0,MAZDA,1000,2015,Sedan,True,Petrol,2.5,142800,4.0,Automatic,Front,4,Left wheel,Grey,12,False
18738,9408,,MITSUBISHI,Minica,2006,Pickup,False,Petrol,0.7,0,3.0,Manual,4x4,2,Right-hand drive,White,0,False
18739,4077,1531.0,VOLKSWAGEN,Vento,1994,Sedan,False,Petrol,1.8,1133,4.0,Manual,Front,4,Left wheel,Blue,2,False
18741,1725,585.0,LEXUS,CT 200h,2013,Hatchback,True,Hybrid,1.8,188194,4.0,Automatic,Front,4,Left wheel,Black,0,False
18742,34811,919.0,BMW,X5,2012,Jeep,True,Diesel,3.0,70994,6.0,Automatic,4x4,4,Left wheel,Black,0,False
18743,19130,586.0,TOYOTA,Prius,2012,Hatchback,False,Hybrid,1.8,184000,4.0,Variator,Front,4,Left wheel,White,10,False
18744,36235,784.0,TOYOTA,Aqua,2017,Hatchback,True,Petrol,1.5,11200,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18745,20385,891.0,AUDI,Q3,2016,Jeep,True,Petrol,2.0,74184,4.0,Automatic,Front,4,Left wheel,Grey,0,False
18747,282,1077.0,TOYOTA,CHR,2019,Jeep,True,Petrol,2.0,3237,4.0,Automatic,Front,4,Left wheel,Black,12,False
18748,7222,836.0,HYUNDAI,Sonata,2010,Sedan,True,LPG,2.0,112484,4.0,Automatic,Front,4,Left wheel,White,4,False
18749,32929,642.0,BMW,528,2012,Sedan,True,Petrol,2.0,90000,4.0,Tiptronic,Rear,4,Left wheel,Black,12,True
18750,470,585.0,LEXUS,CT 200h,2013,Hatchback,True,Hybrid,1.8,154059,4.0,Automatic,Front,4,Left wheel,Grey,0,False
18751,28589,833.0,CHEVROLET,Captiva,2015,Jeep,True,Diesel,2.2,57293,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18752,36636,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,124849,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18753,6200,,VOLKSWAGEN,Jetta,2003,Sedan,False,Petrol,2.0,55000,4.0,Manual,Front,4,Left wheel,Silver,4,False
18754,22279,639.0,CHEVROLET,Orlando,2014,Jeep,True,Diesel,2.0,98565,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18755,16621,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,True,Diesel,3.5,119379,6.0,Automatic,4x4,4,Left wheel,Silver,12,False
18756,22894,,BMW,528 3.0,2009,Sedan,True,Petrol,3.0,170000,6.0,Tiptronic,Rear,4,Left wheel,Black,10,False
18757,11290,642.0,VOLKSWAGEN,Passat,2012,Sedan,True,Diesel,2.0,97070,4.0,Tiptronic,Front,4,Left wheel,Grey,12,True
18758,2666,,FORD,Focus,2000,Sedan,False,Petrol,2.0,220000,4.0,Automatic,Front,4,Left wheel,Beige,2,False
18759,43868,730.0,SSANGYONG,Actyon,2016,Jeep,True,Diesel,1.6,55820,4.0,Automatic,Front,4,Left wheel,White,4,False
18760,1646,707.0,DODGE,Caliber,2011,Hatchback,True,Petrol,2.0,168166,4.0,Automatic,Front,4,Left wheel,Orange,12,False
18761,7527,584.0,CHEVROLET,Cruze,2014,Sedan,False,Petrol,1.8,152000,4.0,Automatic,Front,4,Left wheel,White,8,False
18762,3450,607.0,TOYOTA,Camry,2019,Sedan,True,Hybrid,2.5,9626,4.0,Automatic,Front,4,Left wheel,Black,12,False
18763,12858,1228.0,FORD,Mustang,2018,Sedan,True,Petrol,2.3,26642,4.0,Automatic,Rear,4,Left wheel,Red,12,False
18764,24148,,HYUNDAI,Tucson,2012,Jeep,True,Petrol,2.4,168000,4.0,Tiptronic,Front,4,Left wheel,Black,6,False
18765,9722,609.0,TOYOTA,Camry,2018,Sedan,True,Hybrid,2.5,127515,4.0,Automatic,Front,4,Left wheel,Black,12,False
18766,627,1018.0,BMW,X5,2011,Jeep,True,Diesel,3.0,282280,6.0,Automatic,4x4,4,Left wheel,White,0,False
18767,470,1325.0,TOYOTA,Camry,2019,Sedan,True,Petrol,2.5,25816,4.0,Automatic,Front,4,Left wheel,Black,12,False
18768,8467,,MERCEDES-BENZ,E 280,1999,Sedan,True,Petrol,2.8,0,6.0,Manual,Rear,4,Left wheel,Blue,6,False
18769,9565,2377.0,DODGE,Ramcharger,2016,Sedan,True,Petrol,5.7,39013,8.0,Automatic,Rear,4,Left wheel,Black,12,False
18770,15681,586.0,HYUNDAI,Elantra,2012,Sedan,False,Petrol,1.8,85800,4.0,Automatic,Front,4,Left wheel,White,6,False
18771,17158,640.0,CHEVROLET,Orlando,2013,Jeep,True,Diesel,2.0,177864,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18773,12231,,BMW,X5,2001,Jeep,True,CNG,3.0,3333,6.0,Manual,4x4,4,Left wheel,Silver,8,False
18774,21012,,MITSUBISHI,Outlander,2008,Jeep,True,Petrol,3.0,153600,6.0,Tiptronic,4x4,4,Left wheel,White,6,False
18775,37232,765.0,HYUNDAI,Santa FE,2015,Jeep,True,Diesel,2.0,185217,4.0,Automatic,Front,4,Left wheel,Black,4,False
18776,18817,900.0,HYUNDAI,Sonata,2015,Sedan,False,Petrol,2.4,130000,4.0,Automatic,Front,4,Left wheel,Silver,10,False
18777,13642,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,True,Diesel,3.5,64496,6.0,Automatic,4x4,4,Left wheel,Blue,12,False
18778,25716,836.0,TOYOTA,Sienna,2012,Minivan,False,Petrol,2.7,105800,4.0,Tiptronic,Front,4,Left wheel,Brown,8,False
18779,9408,,BMW,318,1999,Sedan,False,Petrol,1.6,23000,4.0,Automatic,Front,4,Left wheel,White,4,False
18780,35269,934.0,HYUNDAI,H1,2015,Universal,True,Diesel,2.5,127027,4.0,Automatic,Front,4,Left wheel,White,4,False
18781,10036,,GREATWALL,C30,2014,Sedan,False,Petrol,1.5,77666,1.0,Manual,Front,4,Left wheel,White,0,False
18782,12544,446.0,HONDA,Insight,2014,Hatchback,False,Petrol,1.3,300000,4.0,Automatic,Front,4,Left wheel,White,6,False
18783,6586,746.0,TOYOTA,Prius,2009,Hatchback,True,Hybrid,1.5,173213,4.0,Automatic,Front,4,Left wheel,White,12,False
18784,32929,,TOYOTA,Tacoma,2005,Pickup,False,LPG,4.0,272000,6.0,Automatic,4x4,4,Left wheel,Carnelian red,4,False
18785,14113,1266.0,TOYOTA,Aqua,2014,Hatchback,False,Hybrid,1.5,95000,4.0,Automatic,Front,4,Right-hand drive,Brown,6,False
18786,7213,,SUBARU,Outback 2007,2007,Universal,True,Petrol,2.0,188888,4.0,Automatic,4x4,4,Right-hand drive,Blue,4,False
18788,8800,,MERCEDES-BENZ,C 240,2000,Hatchback,True,CNG,2.4,0,4.0,Manual,Front,4,Left wheel,Carnelian red,2,False
18789,3136,308.0,TOYOTA,Prius,2014,Hatchback,True,Hybrid,1.8,212357,4.0,Automatic,Front,4,Left wheel,Silver,12,False
18790,7527,,MITSUBISHI,Colt,2004,Sedan,False,Petrol,1.3,300000,4.0,Automatic,Front,4,Right-hand drive,Silver,4,False
18791,11290,,JEEP,Grand Cherokee,2001,Jeep,True,Petrol,4.7,228000,8.0,Automatic,4x4,4,Left wheel,Blue,10,False
18792,10973,,MERCEDES-BENZ,Sprinter,1997,Microbus,False,Diesel,2.4,130000,4.0,Manual,Rear,2,Left wheel,White,0,False
18793,1019,1055.0,LEXUS,RX 450,2013,Jeep,True,Hybrid,3.5,138038,6.0,Automatic,Front,4,Left wheel,White,12,False
18794,19757,1077.0,HYUNDAI,Elantra,2019,Sedan,True,Petrol,2.0,9898,4.0,Automatic,Front,4,Left wheel,White,12,False
18795,10976,,TOYOTA,ISIS,2007,Minivan,True,Petrol,2.0,1000,4.0,Automatic,Front,5,Right-hand drive,White,12,False
18796,10036,,TOYOTA,Vitz,2006,Hatchback,False,Petrol,1.3,151000,4.0,Variator,Front,4,Right-hand drive,Silver,0,False
18797,862,629.0,HYUNDAI,Accent,2015,Sedan,True,Petrol,1.6,211643,4.0,Automatic,Front,4,Left wheel,Silver,12,False
18798,941,1055.0,LEXUS,RX 450,2013,Jeep,True,Hybrid,3.5,361603,6.0,Automatic,Front,4,Left wheel,Black,12,False
18799,10976,,OPEL,Astra,2005,Hatchback,False,Petrol,1.6,75000,4.0,Manual,Front,4,Left wheel,Black,12,False
18800,29166,,MERCEDES-BENZ,Sprinter 313,2006,Microbus,False,Diesel,2.2,210000,4.0,Manual,Rear,4,Left wheel,White,4,True
18801,17249,,BMW,330,2009,Coupe,True,Petrol,3.0,130000,6.0,Tiptronic,Rear,2,Left wheel,Silver,8,False
18802,16621,584.0,HYUNDAI,Elantra se,2014,Sedan,False,Petrol,1.8,60400,4.0,Tiptronic,Front,4,Left wheel,White,6,False
18803,1411,1624.0,MERCEDES-BENZ,E 350,2009,Sedan,True,Diesel,3.5,266061,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18804,16308,640.0,HYUNDAI,Sonata,2013,Sedan,True,Petrol,2.0,194210,4.0,Automatic,Front,4,Left wheel,Black,4,False
18805,10976,,FORD,Transit Connect,2008,Goods wagon,False,Diesel,1.8,221000,4.0,Manual,Front,4,Left wheel,White,2,False
18806,11917,,FORD,Escape,2007,Jeep,True,Hybrid,2.3,197000,4.0,Automatic,4x4,5,Left wheel,Black,8,False
18807,4547,1017.0,HYUNDAI,Elantra,2017,Sedan,True,Petrol,2.0,115974,4.0,Automatic,Front,4,Left wheel,White,12,False
18808,3800,,OPEL,Astra,1997,Goods wagon,False,CNG,1.6,255000,4.0,Manual,Front,4,Left wheel,White,2,False
18809,13799,333.0,FORD,Fusion HYBRID SE,2014,Sedan,False,Hybrid,2.0,97928,4.0,Automatic,Front,4,Left wheel,Red,8,False
18810,10036,494.0,MITSUBISHI,Mirage,2015,Hatchback,False,Petrol,1.2,80000,3.0,Tiptronic,Front,4,Left wheel,Blue,16,False
18811,12544,862.0,VOLKSWAGEN,Jetta,2011,Sedan,True,Petrol,2.5,83000,5.0,Automatic,Front,4,Left wheel,Black,4,False
18812,43952,831.0,SSANGYONG,Actyon,2017,Jeep,True,Petrol,1.6,51671,4.0,Automatic,Front,4,Left wheel,White,4,False
18813,15681,880.0,NISSAN,Versa SE,2018,Sedan,False,Petrol,1.6,6487,4.0,Automatic,Front,4,Left wheel,Silver,6,False
18814,21326,779.0,TOYOTA,Camry,2013,Sedan,False,Petrol,2.5,72000,4.0,Tiptronic,Front,4,Left wheel,Silver,12,False
18816,282,1399.0,LEXUS,RX 450,2010,Jeep,True,Hybrid,3.5,311949,6.0,Automatic,Front,4,Left wheel,Silver,12,False
18817,1882,1202.0,HYUNDAI,Sonata,2017,Sedan,True,Petrol,2.4,241602,4.0,Automatic,Front,4,Left wheel,Brown,12,False
18818,26306,639.0,HYUNDAI,Tucson,2014,Jeep,True,Diesel,2.0,152064,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18819,12858,1053.0,MERCEDES-BENZ,GLK 350,2014,Jeep,True,Petrol,3.5,124998,6.0,Automatic,Rear,4,Left wheel,Black,12,False
18820,1646,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,True,Petrol,3.5,205968,6.0,Automatic,4x4,4,Left wheel,White,12,False
18821,2200,,OPEL,Vectra,1992,Sedan,False,CNG,2.0,300000,4.0,Manual,Front,4,Left wheel,Carnelian red,4,False
18822,4861,441.0,HYUNDAI,Sonata,2015,Sedan,True,Hybrid,2.4,77830,4.0,Automatic,Front,4,Left wheel,Grey,12,False
18823,7213,1236.0,HONDA,FIT,2011,Hatchback,False,Petrol,1.3,162000,4.0,Automatic,4x4,4,Right-hand drive,Silver,2,False
18825,15323,583.0,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,125933,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18826,188,919.0,VOLKSWAGEN,Touareg,2012,Jeep,True,Diesel,3.0,242955,6.0,Automatic,4x4,4,Left wheel,White,12,False
18827,7310,503.0,TOYOTA,Aqua,2012,Hatchback,True,Hybrid,1.5,151887,4.0,Automatic,Front,4,Left wheel,Black,4,False
18828,100,,KIA,Optima,2014,Sedan,True,Petrol,2.4,80000,4.0,Tiptronic,Front,4,Left wheel,Black,4,False
18830,12858,765.0,MERCEDES-BENZ,GLA 250,2015,Jeep,True,Petrol,2.0,159928,4.0,Automatic,Front,4,Left wheel,Black,0,False
18831,15035,642.0,HYUNDAI,Sonata,2012,Sedan,True,Petrol,2.0,131627,4.0,Automatic,Front,4,Left wheel,Black,4,False
18832,15367,765.0,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,51274,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18833,40926,831.0,SSANGYONG,Actyon,2017,Jeep,True,Petrol,1.6,116074,4.0,Automatic,Front,4,Left wheel,White,4,False
18834,9500,1590.0,MERCEDES-BENZ,B 180,2011,Universal,False,Petrol,1.7,117000,4.0,Automatic,Front,4,Right-hand drive,Black,6,False
